LocationID,D_EWR_miles,D_JFK_miles,D_LGA_miles
166,13.8813897673503,15.0824913887247,5.1123492802165
167,17.1406922417993,14.4172627405159,3.79843997535262
168,15.755258930601,13.5790858337104,3.07298091026359
169,17.895176513851,15.8200728585686,5.24462554311094
170,11.0252988626686,12.8178914488103,5.82763573599354
171,19.8704508931153,8.93169553480234,3.42394879396677
172,8.91318723869604,17.8090843333115,18.6397271614454
173,16.8823369907383,8.88337079232678,1.7756513354828
174,20.1754001481476,17.1296258781294,6.93078851420554
175,22.2937687547626,7.11132671273017,6.68037135204373
176,9.22100145779752,18.8840023218355,19.7534090867041
177,13.6972283884253,7.51193325075512,7.23126489245815
178,11.8077439137138,10.21528148504,12.1261574954768
179,14.081205048486,11.9555304283322,2.86668089229448
180,17.1844181961255,4.32127954013517,7.14048174071714
181,10.2033146218631,10.8448650539841,9.26341636466855
182,19.475221692536,14.2031343904587,4.28687566447433
183,21.0643999790503,14.6330694099176,5.46410691593525
184,22.8158072233876,15.7597934790056,7.19859822574085
185,20.2578218450873,15.2562638940786,5.45239025251824
186,10.3690552014272,13.4512557376621,6.50148076354762
187,4.59144290316881,19.038805973609,17.3463857933094
188,12.0867804320541,8.95867284466296,9.02442431915615
189,10.8722809944975,10.2442339407942,8.4293171342961
190,10.9439375664769,10.1006715415224,9.3886524961524
191,22.7499350047305,5.4701816971125,8.13070612028937
192,19.1845972771495,7.34120368877718,3.83484683704991
193,13.1209253857747,11.8880824276603,3.73821164810248
194,14.8438334913943,12.878124124959,2.82064343389999
195,8.71571552038098,12.3410376572703,9.95690361932028
196,16.4931478608092,7.37026095918401,3.55029573657261
197,18.002904792001,4.60403812488089,6.12101977056383
198,14.3382597008018,7.89108350309168,5.07413083996463
199,16.8147075105797,11.7114807089341,1.08271175009006
200,20.1592654789413,19.0741867052599,8.64658734647683
201,18.9915365053794,5.55795146775051,13.8368781529228
202,12.777721143686,12.2665231137302,4.10737413295135
203,22.9014087007384,2.32552417516883,10.8300688292131
204,10.4537177731014,23.6015648938637,23.944369731561
205,21.5512114225682,3.53580267460997,8.29135101687361
206,5.14793002627362,16.999200828214,15.2911673218752
207,15.2987689024513,10.5922409964057,1.59880043696278
208,20.5644429375484,12.7993978611665,4.15355807113286
209,9.05051099360516,12.7138201421327,8.24844617611879
210,13.9951952111101,9.17319265049337,13.24063173905
211,9.36570954064478,13.0239455940479,7.61453007401722
212,18.5997416457504,13.7557870497897,3.53119695803474
213,18.7841651113078,12.8988576350343,2.9491637822841
214,8.49323657202,16.5579127096914,17.1863558657262
215,20.0958654318045,3.73220069717062,7.16729233745237
216,18.6255712979842,3.24020894982868,7.52402754229918
217,11.3539051216792,10.4012720831289,6.71138033943008
218,21.0701632307829,2.14389673959938,8.96625291531235
219,21.5671035861552,1.60944590887458,9.78269251498018
220,19.1874157959223,18.0456751327001,7.53745735061319
221,7.19728718449503,15.5787025184729,15.1266644735826
222,15.5798102893433,5.48562842416194,8.94976683373061
223,15.3427210108991,11.5292348857366,1.64369671684796
224,10.7695504111037,12.1357403226314,6.207877797649
225,12.7111199333469,8.68627048730956,6.83909848927016
226,13.5010826325289,10.1651735127494,3.79081120352761
227,9.49010056320253,11.8778806198577,11.5693531400942
228,8.93073099512977,12.2477833769996,11.2132142616325
229,11.9062202372116,12.6336996965266,4.9691140053386
230,11.0862272199353,13.5501386793558,5.88600835033383
231,8.94347879813195,13.148527871515,8.11183476702547
232,10.1800524160315,11.876369309779,7.14290873008275
233,11.4722547474246,12.5636734440613,5.3805094097454
234,10.2585404885474,13.061373449186,6.59780130481025
235,17.6031721101044,16.2811621144855,5.66730135436087
236,13.0051076572339,13.424696419091,4.35010869883018
237,12.2262109957115,13.1859778987942,4.82886898647037
238,12.6920650791972,14.5680158873126,5.28186465947293
239,12.1552938921437,14.4035290438303,5.49596812776163
240,20.8558748469791,18.3261697067169,8.14297123212267
241,19.489421781709,17.3766895563676,6.97481629785654
242,20.1308857544223,14.6971400597285,4.98024815152942
243,17.1468838671419,16.9687185398844,6.33849361114141
244,16.10594209165,16.2733121235827,5.69870818553161
245,5.5653196556547,17.0459279960684,15.7052787409123
246,9.95684269019669,14.1403690107421,6.99641800774387
247,16.2542418505094,15.0614626706266,4.4613406711486
248,18.709658669641,14.2089425572835,3.95770588528875
249,9.51282088981273,13.4245977868386,7.35179793764401
250,19.6954260685202,13.6907565285456,4.03810854745747
251,5.64046218625231,18.2870864266609,17.1933257935559
252,19.9854889712345,10.338275818276,3.15053027890321
253,18.1291221425919,8.88374785989001,2.04979961090188
254,21.2063708282939,17.1712258892506,7.31506010286143
255,11.5494628445181,10.8148388217752,5.93122777069227
256,11.3376817557501,10.6711220018259,6.40551048928523
257,10.5928318440804,10.5130710176422,10.1103608389448
258,16.6988863343702,5.22539507161962,6.16697048098343
259,22.1721373017011,18.1509343089917,8.43978589773333
260,14.5453036176184,9.78233677156438,2.82012096554042
261,8.56682671964629,13.1726011154741,8.65359027118242
262,13.347350838055,12.8193702410787,3.79451612545077
263,13.2270113126199,13.123506481747,4.03133222076441
