PULocationID,DOLocationID,pickup_hour,num_trips,GCT_Taxi,GCT_UAM_Early,GCT_UAM_Mid,GCT_UAM_Mature
1,138,12,2,161.66,257.179365546626,172.389823732912,87.8679714530534
1,138,14,2,170.69,257.179365546626,172.389823732912,87.8679714530534
3,138,0,2,39.66,95.2065336795667,63.8178631647121,32.5282899960482
3,138,1,8,46.65,95.2065336795667,63.8178631647121,32.5282899960482
3,138,2,31,49.3,95.2065336795667,63.8178631647121,32.5282899960482
3,138,3,341,50.49,95.2065336795667,63.8178631647121,32.5282899960482
3,138,4,582,51.83,95.2065336795667,63.8178631647121,32.5282899960482
3,138,5,335,53.67,95.2065336795667,63.8178631647121,32.5282899960482
3,138,6,333,61.02,95.2065336795667,63.8178631647121,32.5282899960482
3,138,7,238,65.15,95.2065336795667,63.8178631647121,32.5282899960482
3,138,8,214,63.55,95.2065336795667,63.8178631647121,32.5282899960482
3,138,9,215,62.2,95.2065336795667,63.8178631647121,32.5282899960482
3,138,10,253,58.59,95.2065336795667,63.8178631647121,32.5282899960482
3,138,11,189,59.96,95.2065336795667,63.8178631647121,32.5282899960482
3,138,12,159,62.04,95.2065336795667,63.8178631647121,32.5282899960482
3,138,13,205,60.27,95.2065336795667,63.8178631647121,32.5282899960482
3,138,14,233,63.63,95.2065336795667,63.8178631647121,32.5282899960482
3,138,15,177,63.57,95.2065336795667,63.8178631647121,32.5282899960482
3,138,16,152,65.95,95.2065336795667,63.8178631647121,32.5282899960482
3,138,17,146,64.46,95.2065336795667,63.8178631647121,32.5282899960482
3,138,18,120,62.55,95.2065336795667,63.8178631647121,32.5282899960482
3,138,19,67,57.63,95.2065336795667,63.8178631647121,32.5282899960482
3,138,20,42,60.45,95.2065336795667,63.8178631647121,32.5282899960482
3,138,21,13,60.34,95.2065336795667,63.8178631647121,32.5282899960482
3,138,22,5,55.14,95.2065336795667,63.8178631647121,32.5282899960482
3,138,23,2,41.75,95.2065336795667,63.8178631647121,32.5282899960482
4,138,0,4,47.42,100.012820329847,67.0395637342371,34.1704071903432
4,138,1,7,63.86,100.012820329847,67.0395637342371,34.1704071903432
4,138,2,50,54.48,100.012820329847,67.0395637342371,34.1704071903432
4,138,3,407,56.26,100.012820329847,67.0395637342371,34.1704071903432
4,138,4,1375,58.82,100.012820329847,67.0395637342371,34.1704071903432
4,138,5,1530,56.78,100.012820329847,67.0395637342371,34.1704071903432
4,138,6,1218,60.89,100.012820329847,67.0395637342371,34.1704071903432
4,138,7,1137,65.97,100.012820329847,67.0395637342371,34.1704071903432
4,138,8,971,68.46,100.012820329847,67.0395637342371,34.1704071903432
4,138,9,977,64.93,100.012820329847,67.0395637342371,34.1704071903432
4,138,10,832,65.45,100.012820329847,67.0395637342371,34.1704071903432
4,138,11,829,66.1,100.012820329847,67.0395637342371,34.1704071903432
4,138,12,940,68.3,100.012820329847,67.0395637342371,34.1704071903432
4,138,13,882,70.68,100.012820329847,67.0395637342371,34.1704071903432
4,138,14,835,76.97,100.012820329847,67.0395637342371,34.1704071903432
4,138,15,924,83.28,100.012820329847,67.0395637342371,34.1704071903432
4,138,16,881,89.98,100.012820329847,67.0395637342371,34.1704071903432
4,138,17,834,86.88,100.012820329847,67.0395637342371,34.1704071903432
4,138,18,528,74.53,100.012820329847,67.0395637342371,34.1704071903432
4,138,19,291,67.27,100.012820329847,67.0395637342371,34.1704071903432
4,138,20,90,59.47,100.012820329847,67.0395637342371,34.1704071903432
4,138,21,30,56.12,100.012820329847,67.0395637342371,34.1704071903432
4,138,22,12,57.53,100.012820329847,67.0395637342371,34.1704071903432
4,138,23,6,56.46,100.012820329847,67.0395637342371,34.1704071903432
5,138,2,2,118.42,346.900593830349,232.530833475496,118.52215052691
5,138,3,7,121.21,346.900593830349,232.530833475496,118.52215052691
5,138,4,7,122.14,346.900593830349,232.530833475496,118.52215052691
5,138,5,8,148.24,346.900593830349,232.530833475496,118.52215052691
5,138,6,8,164.76,346.900593830349,232.530833475496,118.52215052691
5,138,7,8,171.25,346.900593830349,232.530833475496,118.52215052691
5,138,8,5,159.99,346.900593830349,232.530833475496,118.52215052691
5,138,9,6,172.53,346.900593830349,232.530833475496,118.52215052691
5,138,10,3,139.64,346.900593830349,232.530833475496,118.52215052691
5,138,11,6,170.08,346.900593830349,232.530833475496,118.52215052691
5,138,12,3,157.91,346.900593830349,232.530833475496,118.52215052691
5,138,13,2,143.78,346.900593830349,232.530833475496,118.52215052691
5,138,14,3,177.65,346.900593830349,232.530833475496,118.52215052691
5,138,15,2,203.18,346.900593830349,232.530833475496,118.52215052691
5,138,16,4,159.95,346.900593830349,232.530833475496,118.52215052691
5,138,17,3,184.11,346.900593830349,232.530833475496,118.52215052691
5,138,18,2,177.86,346.900593830349,232.530833475496,118.52215052691
6,138,2,6,85.53,245.462981016122,164.536217516458,83.8649483517593
6,138,3,22,93.19,245.462981016122,164.536217516458,83.8649483517593
6,138,4,34,94.49,245.462981016122,164.536217516458,83.8649483517593
6,138,5,26,96.56,245.462981016122,164.536217516458,83.8649483517593
6,138,6,32,115.88,245.462981016122,164.536217516458,83.8649483517593
6,138,7,18,140.97,245.462981016122,164.536217516458,83.8649483517593
6,138,8,23,127.37,245.462981016122,164.536217516458,83.8649483517593
6,138,9,25,118.28,245.462981016122,164.536217516458,83.8649483517593
6,138,10,13,117.57,245.462981016122,164.536217516458,83.8649483517593
6,138,11,26,118.15,245.462981016122,164.536217516458,83.8649483517593
6,138,12,13,118.46,245.462981016122,164.536217516458,83.8649483517593
6,138,13,21,124.28,245.462981016122,164.536217516458,83.8649483517593
6,138,14,17,129,245.462981016122,164.536217516458,83.8649483517593
6,138,15,18,142.51,245.462981016122,164.536217516458,83.8649483517593
6,138,16,9,150.23,245.462981016122,164.536217516458,83.8649483517593
6,138,17,8,136.54,245.462981016122,164.536217516458,83.8649483517593
6,138,18,2,110.58,245.462981016122,164.536217516458,83.8649483517593
7,138,0,71,25.3,40.1379520076878,26.9048586261907,13.7135435173789
7,138,1,53,29.26,40.1379520076878,26.9048586261907,13.7135435173789
7,138,2,188,31.31,40.1379520076878,26.9048586261907,13.7135435173789
7,138,3,2373,27.21,40.1379520076878,26.9048586261907,13.7135435173789
7,138,4,8014,27.93,40.1379520076878,26.9048586261907,13.7135435173789
7,138,5,7856,27.44,40.1379520076878,26.9048586261907,13.7135435173789
7,138,6,5868,28.31,40.1379520076878,26.9048586261907,13.7135435173789
7,138,7,5454,30.28,40.1379520076878,26.9048586261907,13.7135435173789
7,138,8,5317,31.37,40.1379520076878,26.9048586261907,13.7135435173789
7,138,9,4877,30.3,40.1379520076878,26.9048586261907,13.7135435173789
7,138,10,4095,30.84,40.1379520076878,26.9048586261907,13.7135435173789
