PULocationID,DOLocationID,pickup_hour,num_trips,GCT_Taxi,GCT_UAM_Early,GCT_UAM_Mid,GCT_UAM_Mature
156,1,4,358,52.31,281.56126184097,188.733245358214,96.1982967223812
156,1,5,356,56.09,281.56126184097,188.733245358214,96.1982967223812
156,1,6,257,56.12,281.56126184097,188.733245358214,96.1982967223812
156,1,7,208,56.54,281.56126184097,188.733245358214,96.1982967223812
156,1,8,135,54.79,281.56126184097,188.733245358214,96.1982967223812
156,1,9,131,53.82,281.56126184097,188.733245358214,96.1982967223812
156,1,10,170,54.04,281.56126184097,188.733245358214,96.1982967223812
156,1,11,192,53.01,281.56126184097,188.733245358214,96.1982967223812
156,1,12,168,52.86,281.56126184097,188.733245358214,96.1982967223812
156,1,13,150,54.12,281.56126184097,188.733245358214,96.1982967223812
156,1,14,151,55.35,281.56126184097,188.733245358214,96.1982967223812
156,1,15,140,56.11,281.56126184097,188.733245358214,96.1982967223812
156,1,16,133,58.96,281.56126184097,188.733245358214,96.1982967223812
156,1,17,130,54.08,281.56126184097,188.733245358214,96.1982967223812
156,1,18,136,54.8,281.56126184097,188.733245358214,96.1982967223812
156,1,19,89,52.51,281.56126184097,188.733245358214,96.1982967223812
156,1,20,42,54.21,281.56126184097,188.733245358214,96.1982967223812
156,1,21,11,51.99,281.56126184097,188.733245358214,96.1982967223812
156,1,22,14,66.05,281.56126184097,188.733245358214,96.1982967223812
156,1,23,3,57.97,281.56126184097,188.733245358214,96.1982967223812
157,1,0,3,106.7,60.4938700689978,40.5496279841531,20.6683519768764
157,1,1,5,128.54,60.4938700689978,40.5496279841531,20.6683519768764
157,1,2,16,126.42,60.4938700689978,40.5496279841531,20.6683519768764
157,1,3,19,118.39,60.4938700689978,40.5496279841531,20.6683519768764
157,1,4,34,110.7,60.4938700689978,40.5496279841531,20.6683519768764
157,1,5,33,116.44,60.4938700689978,40.5496279841531,20.6683519768764
157,1,6,24,118.31,60.4938700689978,40.5496279841531,20.6683519768764
157,1,7,25,132.83,60.4938700689978,40.5496279841531,20.6683519768764
157,1,8,12,135.29,60.4938700689978,40.5496279841531,20.6683519768764
157,1,9,11,137.02,60.4938700689978,40.5496279841531,20.6683519768764
157,1,10,14,151.8,60.4938700689978,40.5496279841531,20.6683519768764
157,1,11,20,143.69,60.4938700689978,40.5496279841531,20.6683519768764
157,1,12,21,142.88,60.4938700689978,40.5496279841531,20.6683519768764
157,1,13,24,165.47,60.4938700689978,40.5496279841531,20.6683519768764
157,1,14,18,185.4,60.4938700689978,40.5496279841531,20.6683519768764
157,1,15,23,188.67,60.4938700689978,40.5496279841531,20.6683519768764
157,1,16,19,176.7,60.4938700689978,40.5496279841531,20.6683519768764
157,1,17,10,154.67,60.4938700689978,40.5496279841531,20.6683519768764
157,1,18,13,163.28,60.4938700689978,40.5496279841531,20.6683519768764
157,1,19,4,130.82,60.4938700689978,40.5496279841531,20.6683519768764
157,1,21,4,126.51,60.4938700689978,40.5496279841531,20.6683519768764
157,1,23,2,100.52,60.4938700689978,40.5496279841531,20.6683519768764
158,1,0,9,109.18,117.070679713873,78.4736123649385,39.9984000319154
158,1,1,8,87.86,117.070679713873,78.4736123649385,39.9984000319154
158,1,2,40,84.7,117.070679713873,78.4736123649385,39.9984000319154
158,1,3,306,92.32,117.070679713873,78.4736123649385,39.9984000319154
158,1,4,1371,95.68,117.070679713873,78.4736123649385,39.9984000319154
158,1,5,2195,90.32,117.070679713873,78.4736123649385,39.9984000319154
158,1,6,2435,85.85,117.070679713873,78.4736123649385,39.9984000319154
