PULocationID,DOLocationID,pickup_hour,avg_trip_time,avg_fare_amount,std_trip_time,num_trips,avg_trip_miles,std_trip_miles,avg_speed_mph,std_speed_mph
1,132,14,1.726388888888889,165.96666666666667,0.8279673067888074,3,23.47,20.31720207115143,19.337616196512037,17.965524944304047
1,132,17,0.9272222222222223,153.55,0.18816897121575354,2,36.815,0.30405591591021275,40.50542706580518,7.892184255656532
1,132,18,1.2329166666666667,147.75,0.23275598214057186,2,37.379999999999995,2.2344574285494905,30.69424730477591,3.9822742134011953
1,132,20,0.9559722222222222,151.25,0.289717361736155,2,38.975,3.924442635585337,42.08040413394105,8.647720967952498
2,132,8,0.27652777777777776,24.715,0.0170884138786749,2,8.054,1.617860315354821,29.000063490266175,4.058526188378796
2,132,11,0.19592592592592592,19.393333333333334,0.16973934568405472,3,5.155,4.51574489979228,25.905604606732116,1.6548891031076207
2,132,14,0.31090277777777775,29.7825,0.02080723674164942,4,8.152,0.30265932443370536,26.351449374993656,2.65839154836216
2,132,16,0.3372222222222222,28.884999999999998,0.06403244740744846,2,8.0415,1.6426090526963493,23.813129108287782,0.3493130277325187
2,132,17,0.3213888888888889,21.080000000000002,0.0451762665758072,2,3.881,3.7886781335975215,11.359410422627022,10.191710085326976
2,132,22,0.13902777777777778,9.84,0.13493954407643283,2,3.9845,4.193850319217414,26.505077429287287,4.439884353078549
3,132,0,0.649021164021164,60.0947619047619,0.16835097127634405,21,20.45004761904762,2.3311552817474546,33.63138341446874,9.290970479277906
3,132,1,0.5142451690821256,61.13239130434783,0.07333320854468149,46,19.41563043478261,1.7725487407020015,38.29349069360001,4.8589212110641675
3,132,2,0.5349057971014493,53.48208695652174,0.09776467913933143,115,19.25010434782609,1.7287761738268645,36.75370466145457,5.029250940815862
3,132,3,0.5426469795037756,55.27907766990291,0.10871334801902106,206,19.66195145631068,1.9803858647348942,37.22198163798851,5.901601439129157
3,132,4,0.5271659451659452,55.15077922077922,0.10440994758098185,385,19.273940259740257,1.8539499229305818,37.47406187539812,5.494568214280845
3,132,5,0.5846919976971791,57.719663212435236,0.1310475221757079,386,19.03895077720207,2.3673335682883496,33.532529089440395,5.635612802583676
3,132,6,0.6022914122914123,60.84296703296704,0.11978201872471238,273,19.272369963369965,1.9102850261168494,33.07172177782839,6.350930880431427
3,132,7,0.6373371647509578,62.82724137931035,0.1534764258585192,174,19.536971264367818,2.1559273273438495,31.971399447073875,6.469580431066975
3,132,8,0.6742279942279943,59.060389610389606,0.1525026447367118,154,19.230467532467532,1.954320456489004,29.81393228752148,6.6063200840933565
3,132,9,0.6940746753246754,57.20584415584416,0.17532707689721413,154,20.080487012987014,2.393258077458516,30.43194902377182,6.9794196540610125
3,132,10,0.6896587301587301,58.395071428571434,0.1880356881033692,140,20.331742857142856,2.584440906020333,31.235764228282147,7.347849445225653
3,132,11,0.7249472222222222,59.1641,0.18367840147228767,100,20.14283,2.144328465223479,29.43457603957467,7.350029156661313
3,132,12,0.758048048048048,59.74963963963964,0.1762271606436197,111,20.4790990990991,2.4140389729284326,28.357350296494324,6.690936319355306
3,132,13,0.7944404761904762,61.810928571428576,0.16920522087046316,140,19.820228571428572,2.441745069279441,25.944419579655797,5.871269320545049
3,132,14,0.8252796803652968,63.42404109589041,0.19516366028555926,146,19.291164383561647,2.047302642679563,24.456339186285646,5.311281380877991
3,132,15,0.9267007498295842,65.24361963190184,0.18153856542444263,163,19.329134969325153,1.926391248145115,21.570171446604917,4.375117265190449
3,132,16,0.9319824140687449,64.9820143884892,0.20039902827361714,139,19.32986330935252,2.204255897324632,21.523281984597258,4.475015563635995
3,132,17,0.862834699453552,65.22524590163934,0.17723218167983287,122,19.828254098360656,2.4556516044970658,23.79276588017203,4.894259678829153
3,132,18,0.7742875514403292,61.01064814814814,0.18217591188824808,108,18.96721296296296,1.797669893968538,25.62808342055932,5.435358078883236
3,132,19,0.6897828863346105,53.71781609195402,0.14787427165549014,87,19.49290804597701,2.1340386955809483,29.135204689762567,5.090828047482434
3,132,20,0.6026610305958132,53.393478260869564,0.12429735710537543,69,18.914652173913044,1.8827112007615883,32.22071403385263,4.893278415365031
3,132,21,0.5815663580246914,55.507777777777775,0.11988262470905889,36,18.74136111111111,1.7907501724581039,33.12932305796197,5.4936112058592625
3,132,22,0.6044753086419753,55.03055555555555,0.13594103315808104,18,19.18,1.6597997044292798,33.078056114919086,6.675550665189432
3,132,23,0.6261111111111111,55.886250000000004,0.16013442325028113,8,20.504125,2.6155254286389833,34.36751596143743,8.04825956832149
4,132,0,0.6519999999999999,52.2285,0.13351579255503238,20,18.2292,0.9783018907646476,28.887323417277297,5.06737913589385
4,132,1,0.5898067632850241,51.49565217391305,0.09340175442654475,23,18.38,0.7605196787843049,31.811924807867502,4.529687686293845
4,132,2,0.5703587962962963,54.39302083333334,0.11372312795619934,96,18.942614583333334,2.4058723043061105,33.95666229289866,4.9433109624688205
4,132,3,0.5685687669376693,56.72359756097561,0.11636364055120645,328,18.438033536585365,1.5325228431990512,33.424739058503306,5.500699701343397
4,132,4,0.5666415180612712,60.96515432098765,0.12092971858369385,972,18.44125205761317,1.7717166413119896,33.52487357241593,5.391182281110635
4,132,5,0.6189935820296831,60.0292274368231,0.11931762239612434,1385,18.507465703971118,1.7301767736502283,30.700700699062118,4.95985944256471
4,132,6,0.6537734930372967,64.0653023663453,0.12725310938351062,1141,18.685426818580193,2.2830756596455797,29.379199233864213,5.2895495954572835
4,132,7,0.7110511233379184,66.71905089408529,0.1692067569423855,727,18.75757909215956,2.01788288299386,27.6503941788163,6.171138801255401
4,132,8,0.7319526781071243,71.05959438377535,0.1894819868119344,641,18.907413416536663,2.4133550801492545,27.255094461223326,6.4065316240389
4,132,9,0.7247547332185886,63.452960413080895,0.17933483154775512,581,18.917342512908778,2.3337657096750424,27.498536997554606,6.450378298107907
4,132,10,0.8229919871794872,62.266423076923076,0.2044680376458536,520,18.711473076923077,1.9278403091186203,24.19592473627342,6.496955730344449
4,132,11,0.8443044077134986,63.642747933884294,0.19657009811022041,484,18.721314049586777,2.0303631187357314,23.35175568748756,5.752520817735927
4,132,12,0.9339566825145272,67.12562599049127,0.19778753852988046,631,19.057519809825674,2.9579326380554405,21.317858907436765,5.4814216594780145
4,132,13,0.9953092122145241,69.51747113163972,0.20036693239059997,866,18.806700923787528,2.531403888758621,19.648507976982525,4.618155339400808
4,132,14,1.1060735959395342,73.25208540218472,0.25692658545338504,1007,18.5683862959285,2.121842799909015,17.63803843411756,4.273215800004066
4,132,15,1.2062618048268627,79.08001049317943,0.2882710924994811,953,18.340684155299055,2.4660873481591823,16.11997322533936,4.537900741244745
4,132,16,1.2383609810044238,79.5672131147541,0.321829784612996,854,18.312777517564403,2.299908608645639,15.909354469888434,4.850273271687993
4,132,17,1.1432727133210558,75.17382596685083,0.2820044099582441,724,18.346041436464088,2.1876131073724134,17.070100433592344,4.757742778114019
4,132,18,0.9556212282570109,68.9747284345048,0.2202907324226481,626,18.568252396166134,2.204865018678978,20.381080510929863,4.809257995689651
4,132,19,0.829866979655712,63.61271629778672,0.1792550992600051,497,18.7991046277666,1.9745588587356944,23.45846246220839,4.460081921639068
4,132,20,0.744346610761705,59.70616352201258,0.1348754621468624,318,18.594474842767294,1.668308449586388,25.576903506915166,3.978037465928476
4,132,21,0.727069288389513,57.82039325842697,0.19117346503935562,178,18.58751123595506,2.095512464428118,26.674284419400315,5.082684601506668
4,132,22,0.7097753267973856,53.77955882352941,0.16879301591491624,68,18.169823529411765,1.5159647136953573,26.660174656088355,5.033048766121002
4,132,23,0.756201814058957,52.22632653061225,0.16197501843319814,49,18.56148979591837,1.4054550437854785,25.639057849426873,5.744064428144542
5,132,0,0.7644444444444445,73.41499999999999,0.02042752923427805,2,32.905,2.5243712088359738,43.01556823585354,2.152765244261768
