PULocationID,DOLocationID,pickup_hour,avg_trip_time,avg_fare_amount,std_trip_time,num_trips,avg_trip_miles,std_trip_miles,avg_speed_mph,std_speed_mph
1,6,0,0.36999999999999994,77.83333333333333,0.006567550231964956,3,15.493333333333334,0.41932485418030363,41.86949439974234,0.4377399470105393
1,6,23,0.35458333333333336,76.9,0.01276720577142375,2,15.379999999999999,0.5374011537017765,43.37568502993129,0.046209567713712256
1,48,11,0.9240277777777778,96.5,0.15772409591466602,2,17.41,1.0748023074035544,19.22070155166722,4.443989868314802
1,132,14,1.726388888888889,165.96666666666667,0.8279673067888074,3,23.47,20.31720207115143,19.337616196512037,17.965524944304047
1,132,17,0.9272222222222223,153.55,0.18816897121575354,2,36.815,0.30405591591021275,40.50542706580518,7.892184255656532
1,132,18,1.2329166666666667,147.75,0.23275598214057186,2,37.379999999999995,2.2344574285494905,30.69424730477591,3.9822742134011953
1,132,20,0.9559722222222222,151.25,0.289717361736155,2,38.975,3.924442635585337,42.08040413394105,8.647720967952498
1,138,12,0.8659722222222223,111.15,0.3231085152921864,2,29.425,3.7830212793480302,37.39728277097641,18.322067826522858
1,138,14,0.9212499999999999,117.65,0.21507831261090818,2,27.885,6.908433252192571,32.01656090388485,14.97367831425183
1,161,15,1.2048611111111112,104.0,0.6118437842766932,2,20.665,6.455884912233179,18.128277225547805,3.8475711309064526
1,231,20,0.45694444444444443,73.05,0.15084944665313008,2,13.11,0.8626702730475878,30.01449482112853,8.020667953954046
3,1,1,0.6608333333333334,90.83500000000001,0.10174480907073093,2,31.735,3.3587572106361008,48.202752227960005,2.3388992859744406
3,1,2,0.74375,83.57000000000001,0.12193878118968013,6,29.624,1.2583379514264026,40.765287476328226,6.9789146717755655
3,1,3,0.7699561403508772,90.09263157894736,0.1453266702173299,19,30.50436842105263,1.546681688523542,40.653133220673006,5.991260257250214
3,1,4,0.7718013468013468,99.4778787878788,0.12774409129499398,33,31.631787878787875,2.1882507677020206,41.78388476958494,5.663463653128896
3,1,5,0.8327394636015326,98.1244827586207,0.17702747678265532,29,30.859896551724137,1.7536079816201708,38.3223826538702,6.688087910301871
3,1,6,0.798034188034188,97.44076923076923,0.11112166972624063,13,30.439923076923076,1.6410748744617774,38.93240727157913,6.572957165463393
3,1,7,0.849520202020202,93.34363636363636,0.14592611286285861,11,29.74090909090909,1.122866461743823,35.95046929658524,6.2262757159110755
3,1,8,0.9816161616161616,102.21909090909092,0.13780772625795,11,29.955,1.18554417884784,31.14184907873042,5.105811990274419
3,1,9,0.9511728395061729,89.66666666666667,0.1969607410677261,9,30.543555555555557,1.2962227924927778,33.38796866351505,7.20033415613755
3,1,10,0.9448015873015873,90.39857142857143,0.07972701532334693,7,31.00357142857143,1.987099549355195,32.89624367679293,1.7050783993844039
3,1,11,1.1142222222222222,98.92999999999999,0.28078809120134324,5,30.9544,2.5653994425819926,28.746568084488047,5.128412839888711
3,1,12,1.0194642857142857,99.825,0.16951250784759805,14,31.592857142857145,2.4411037181237027,31.80208638929844,5.764445110611957
3,1,13,1.1603472222222222,120.30625,0.23882009129935122,16,32.840375,3.9880343341049604,29.361759872712447,6.692736646557005
3,1,14,1.1990370370370371,110.69333333333334,0.3622992338686986,15,31.2986,2.4958281133580824,27.975428995162606,7.11099828603859
3,1,15,1.304318181818182,111.88818181818182,0.29507402198631183,11,32.474545454545456,2.6973744405861195,25.803911319350583,4.755001460152966
3,1,16,1.3825694444444443,117.34500000000001,0.3642586047834839,12,33.23825,3.149545425353257,25.271124031222893,5.442792704377587
3,1,17,1.0900833333333333,111.077,0.24063380994151348,10,30.826999999999998,2.4882302948079382,29.31002667294488,5.6101723486797495
3,1,18,1.0733134920634921,99.68142857142857,0.20345576460631387,14,32.13785714285714,3.4364625339515564,30.738022460581742,5.253858746884785
3,1,19,0.9345138888888889,96.6575,0.10198414628497132,8,32.142125,1.9176202839904037,34.699747511337016,3.8488648921229154
3,1,20,1.0382222222222222,108.16199999999999,0.23506603682086163,5,30.638800000000003,1.7501820476739003,30.898684141936503,7.87199497498731
4,1,0,0.6466666666666667,61.9675,0.047685634661671646,4,19.80875,2.477816158771,30.546319884384204,1.6974184703831101
4,1,1,0.7033333333333334,74.514,0.18725508696052184,5,22.3002,5.764848497575629,32.32392548357287,7.129980781243991
4,1,2,0.6460897435897436,66.36461538461539,0.18325173009059578,52,18.677153846153846,3.852643006136179,29.64853403700132,4.985873282773759
4,1,3,0.6431834795321638,65.1419298245614,0.10998602964075342,228,19.38742105263158,3.523146673462042,30.407986101802237,4.217564935533243
4,1,4,0.6511331728840754,67.41693140794224,0.12200357318409163,554,19.22653249097473,3.5782602397571734,29.846305234344076,4.32303389438419
4,1,5,0.6054979897660818,63.53983552631579,0.11890027435436751,608,17.192550986842104,3.4946463584142426,28.6641626484038,3.981506660535369
4,1,6,0.5699562226391495,60.20898686679175,0.1082798107787303,533,15.854581613508444,2.6707916597258765,28.21765563096419,3.8970915715204555
4,1,7,0.5749652777777777,63.02245454545455,0.11515586458502193,440,15.63411590909091,2.395037233739629,27.597754879127976,3.3661804022805852
4,1,8,0.594705935577271,64.57687296416938,0.14276078604417194,307,15.774596091205213,3.260775762742147,26.973330871256348,3.6401461647373714
